name,alternate_names,actor,species,gender,house,dateOfBirth,yearOfBirth,wizard,ancestry,eyeColour,hairColour,wand_wood,wand_core,wand_length,patronus,hogwartsStudent,hogwartsStaff,actor,alive
Crookshanks,[],Crackerjack,cat,male,,,,False,,yellow,ginger,,,,,False,False,Crackerjack,True
The Trolley Witch,[],Jean Southern,human,female,,,,True,,dark,grey,,,,,False,False,Jean Southern,True
The Sorting Hat,[],Leslie Phillips,hat,,,,,True,,,,,,,,False,False,Leslie Phillips,True
Madam Rosmerta,[],Julie Christie,human,female,,,,True,,,,,,,,False,False,Julie Christie,True
Derek,[],,human,male,,,,True,,,,,,,,True,False,,True
Septima Vector,['Professor Vector'],,human,female,,,,True,,,,,,,,False,True,,True
Cassius Warrington,[],Ashley Hull,human,male,Slytherin,,,True,,,,,,,,True,False,Ashley Hull,True
Graham Montague,[],,human,male,Slytherin,,,True,,,,,,,,True,False,,True
Peregrine Derrick,[],,human,male,Slytherin,,,True,,,,,,,,True,False,,True
Lucian Bole,[],,human,male,Slytherin,,,True,,,,,,,,True,False,,True
Walden Macnair,[],Peter Best,human,male,Slytherin,,,True,,,black,,,,,False,False,Peter Best,True
Franc Bryce,[],Eric Sykes,human,male,,,,False,muggle,,,,,,,False,False,Eric Sykes,False
Dot,[],,human,female,,,,False,muggle,,,,,,,False,False,,False
Bertha Jorkins,[],,human,female,,,,True,,,,,,,,False,False,,False
Barty Crouch,['Bartemius Crouch Senior'],Roger Lloyd-Pack,human,male,,,,True,pure-blood,,,,,,,False,False,Roger Lloyd-Pack,False
Barty Crouch Junior,['Bartemius Crouch Junior'],David Tennant,human,male,,,,True,,,blond,,,,,False,False,David Tennant,True
Mrs Crouch,[],,human,female,,,,True,,,,,,,,False,False,,False
Ludo Bagman,['Ludovic Bagman'],,human,male,,,,True,,blue,blond,,,,,False,False,,True
Amos Diggory,[],Jeff Rawle,human,male,,,,True,,,brown,,,,,False,False,Jeff Rawle,True
Mrs Diggory,[],,human,female,,,,True,,,,,,,,False,False,,True
Mr Roberts,[],,human,male,,,,False,muggle,,,,,,,False,False,,True
Mrs Roberts,[],,human,female,,,,False,muggle,,,,,,,False,False,,True
Kevin,[],,human,male,,,,True,,,,,,,,False,False,,True
Mr Payne,[],,human,male,,,,False,muggle,,,,,,,False,False,,True
Basil,[],,human,male,,,,True,,,,,,,,False,False,,True
Archie Aymslowe,[],,human,male,,,,True,,,,,,,,False,False,,True
Cuthbert Mockridge,[],,human,male,,,,True,,,,,,,,False,False,,True
Gilbert Wimple,[],,human,male,,,,True,,,,,,,,False,False,,True
Arnold Peasegood,[],,human,male,,,,True,,,,,,,,False,False,,True
Broderick Bode,[],,human,male,,,,True,,,,,,,,False,False,,False
Saul Croaker,[],,human,male,,,,True,,,,,,,,False,False,,True
Ali Bashir,[],,human,male,,,,True,,,,,,,,False,False,,True
Victor Krum,[],Stanislav Ianevski,human,male,,,,True,,dark,dark,hornbeam,dragon heartstring,10.25,,False,False,Stanislav Ianevski,True
Winky,[],,house-elf,female,,,,False,,,,,,,,False,False,,True
Narcissa Malfoy,['Cissy'],Helen McCrory,human,female,,,,True,pure-blood,blue,blonde,,,,,False,False,Helen McCrory,True
Vasily Dimitrov,[],,human,male,,,,True,,,,,,,,False,False,,True
Clara Ivanova,[],,human,female,,,,True,,,,,,,,False,False,,True
Lev Zograf,[],,human,male,,,,True,,,,,,,,False,False,,True
Alexei Levski,[],,human,male,,,,True,,,,,,,,False,False,,True
Pyotr Vulchanov,[],,human,male,,,,True,,,,,,,,False,False,,True
Ivan Volkov,[],,human,male,,,,True,,,,,,,,False,False,,True
Connolly,[],,human,male,,,,True,,,,,,,,False,False,,True
Barry Ryan,[],,human,male,,,,True,,,,,,,,False,False,,True
Troy,[],,human,male,,,,True,,,,,,,,False,False,,True
Mullet,[],,human,female,,,,True,,,,,,,,False,False,,True
Moran,[],,human,female,,,,True,,,,,,,,False,False,,True
Quigley,[],,human,male,,,,True,,,,,,,,False,False,,True
Aidan Lynch,[],,human,male,,,,True,,,,,,,,False,False,,True
Hassan Mostafa,[],,human,male,,,,True,,,,,,,,False,False,,True
Dennis Creevey,[],,human,male,,,,True,muggleborn,,brown,,,,,True,False,,True
Aurora Sinistra,['Professor Sinistra'],,human,female,,,,True,,,,,,,,False,True,,True
Stewart Ackerley,[],,human,male,Ravenclaw,,,True,,,,,,,,True,False,,True
Malcolm Baddock,[],,human,male,Slytherin,,,True,,,,,,,,True,False,,True
Eleanor Branstone,[],,human,female,Hufflepuff,,,True,,,,,,,,True,False,,True
Owen Cauldwell,[],,human,male,Hufflepuff,,,True,,,,,,,,True,False,,True
Emma Dobbs,[],,human,female,,,,True,,,,,,,,True,False,,True
Laura Madley,[],,human,female,Hufflepuff,,,True,,,,,,,,True,False,,True
Natalie McDonald,[],,human,female,Gryffindor,,,True,,,,,,,,True,False,,True
Graham Pritchard,[],,human,male,Slytherin,,,True,,,,,,,,True,False,,True
Orla Quirke,[],,human,female,Ravenclaw,,,True,,,,,,,,True,False,,True
Kevin Whitby,[],,human,male,Hufflepuff,,,True,,,,,,,,True,False,,True
Eloise Midgen,[],Samantha Clinch,human,female,Gryffindor,,,True,,,,,,,,True,False,Samantha Clinch,True
Alastor Moody,"['Professor Moody', 'Mad-Eye']",Brendan Gleeson,human,male,,,,True,pure-blood,dark,grey,,,,,False,True,Brendan Gleeson,False
Madame Maxime,['Olympe Maxime'],Frances de la Tour,half-giant,female,,,,True,,,,,,,,False,False,Frances de la Tour,True
Igor Karkaroff,[],Predrag Bjelac,human,male,,,,True,,blue,silver,,,,,False,False,Predrag Bjelac,False
Poliakoff,[],,human,male,,,,True,,,,,,,,False,False,,True
Fawcett,[],Alex Argenti,human,female,Ravenclaw,,,True,,,,,,,,True,False,Alex Argenti,True
Summers,[],,human,male,Hufflepuff,,,True,,,,,,,,True,False,,True
Fleur Delacour,[],Clémence Poésy,human,female,,,,True,,blue,blonde,,,,,False,False,Clémence Poésy,True
Gregorovic,['Mykew Gregorovitch'],Rade Šerbedžija,human,male,,,,True,,,white,,,,,False,False,Rade Šerbedžija,False
Rita Skeeter,[],Miranda Richardson,human,female,,,,True,,,blonde,,,,,False,False,Miranda Richardson,True
Stebbins,[],,human,male,Ravenclaw,,,True,,,,,,,,True,False,,True
Wilhelmina Grubbly-Plank,['Professor Grubbly-Plank'],Apple Brook,human,female,,,,True,,,grey,,,,,False,True,Apple Brook,True
Bozo,[],Peter O'Farrell,human,male,,,,True,,,,,,,,False,False,Peter O'Farrell,True
Evan Rosier,[],,human,male,Slytherin,,,True,,,,,,,,False,False,,False
Wilkes,[],,human,male,Slytherin,,,True,,,,,,,,False,False,,False
Avery,[],Richard Rosson,human,male,Slytherin,,,True,,,,,,,,False,False,Richard Rosson,True
Antonin Dolohov,[],Arben Bajraktaraj,human,male,,,,True,,,dark,,,,,False,False,Arben Bajraktaraj,True
Travers,[],Tav MacDougall,human,male,,,,True,,,grey,,,,,False,False,Tav MacDougall,True
Marlene McKinnon,[],,human,female,,,,True,,,,,,,,False,False,,False
Mulciber,[],,human,male,Slytherin,,,True,,,,,,,,False,False,,True
Augustus Rookwood,[],Richard Trinder,human,male,,,,True,,,,,,,,False,False,Richard Trinder,True
Frank Longbottom,[],James Payton,human,male,,,,True,pure-blood,,,,,,,False,False,James Payton,True
Alice Longbottom,[],Lisa Wood,human,female,,,,True,pure-blood,,white,,,,,False,False,Lisa Wood,True
Augusta Longbottom,[],Leila Hoffman,human,female,,,,True,pure-blood,,,,,,,False,False,Leila Hoffman,True
Violet,[],,human,female,,,,True,,,,,,,,False,False,,False
Apollyon Pringle,[],,human,male,,,,True,,,,,,,,False,False,,True
Ogg,[],,human,male,,,,True,,,,,,,,False,False,,True
Mafalda Hopkirk,[],Jessica Hynes,human,female,,,,True,,hazel,grey,,,,,False,False,Jessica Hynes,True
Nymphadora Tonks,"['Dora', 'Nymphadora Lupin']",Natalia Tena,human,female,Hufflepuff,,,True,,,brown,,,,,False,False,Natalia Tena,False
Elphias Doge,[],Peter Cartwright,human,male,,,,True,pure-blood,blue,silver,,,,,False,False,Peter Cartwright,True
Dedalus Diggle,[],David Brett,human,male,,,,True,,,,,,,,False,False,David Brett,True
Sturgis Podmore,[],,human,male,,,,True,,,blond,,,,,False,False,,True
Hestia Jones,[],,human,female,,,,True,,,black,,,,,False,False,,True
Ragnok,[],,goblin,male,,,,False,,,,,,,,False,False,,True
Alphard Black,[],,human,male,Slytherin,,,True,pure-blood,,,,,,,False,False,,False
Regulus Black,['Regulus Arcturus Black'],Tom Moorcroft,human,male,Slytherin,,,True,pure-blood,,black,,,,,False,False,Tom Moorcroft,False
Phineas Nigelus Black,['Professor Phineas Nigellus Black'],John Atterbury,human,male,Slytherin,,,True,pure-blood,,,,,,,False,False,John Atterbury,False
Araminta Meliflua Black,[],,human,female,Slytherin,,,True,,,,,,,,False,False,,False
Elladora Black,[],,human,female,,,,True,pure-blood,,,,,,,False,False,,False
Mrs Black,['Walburga Black'],,human,female,,,,True,pure-blood,brown,brown,,,,,False,False,,False
Andromeda Tonks,[],,human,female,Slytherin,,,True,pure-blood,,brown,,,,,False,False,,True
Ted Tonks,['Edward'],,human,female,,,,True,muggleborn,,blond,,,,,False,False,,False
Rodolphus Lestrange,[],,human,male,Slytherin,,,True,pure-blood,,,,,,,False,False,,True
Rabastan Lestrange,[],,human,male,Slytherin,,,True,pure-blood,,,,,,,False,False,,True
Eric Munch,['Eric'],,human,male,,,,True,,,,,,,,False,False,,True
Bob,[],Nicholas Blane,human,male,,,,True,,,,,,,,False,False,Nicholas Blane,True
Bengie Fenwick,[],,human,male,,,,True,,,,,,,,False,False,,False
Edgar Bones,[],Cliff Lanning,human,male,,,,True,,,,,,,,False,False,Cliff Lanning,False
Amelia Bones,[],Sian Thomas,human,female,,,,True,,,grey,,,,,False,False,Sian Thomas,True
Caradoc Dearborn,[],,human,male,,,,True,,,,,,,,False,False,,False
Gideon Prewett,[],,human,male,,,,True,pure-blood,,,,,,,False,False,,False
Fabian Prewett,[],,human,male,,,,True,pure-blood,,,,,,,False,False,,False
Aberforth Dumbledore,[],Jim McManus,human,male,Gryffindor,,,True,half-blood,blue,,,,,goat,False,False,Jim McManus,True
Dorcas Meadowes,[],,human,female,,,,True,,,,,,,,False,False,,False
Algie Longbottom,[],,human,male,,,,True,,,,,,,,False,False,,True
Anthony Goldstein,[],,human,male,Ravenclaw,,,True,,,,,,,,True,False,,True
Doris Purkiss,[],,human,male,,,,True,,,,,,,,False,False,,True
Euan Abercrombie,[],,human,male,Gryffindor,,,True,,,,,,,,True,False,,True
Rose Zeller,[],,human,female,Hufflepuff,,,True,,,,,,,,True,False,,True
Patricia Stimpson,[],,human,female,,,,True,,,,,,,,True,False,,True
Kenneth Towler,[],,human,male,Gryffindor,,,True,,,,,,,,True,False,,True
Vicky Frobisher,[],,human,female,Gryffindor,,,True,,,,,,,,True,False,,True
Geoffrey Hooper,[],,human,male,Gryffindor,,,True,,,,,,,,True,False,,True
Cassandra Trelawney,[],,human,female,,,,True,,,,,,,,False,False,,False
Michael Corner,[],Ryan Nelson,human,male,Ravenclaw,,,True,,,,,,,,True,False,Ryan Nelson,True
Zacharias Smith,[],Nick Shirm,human,male,Ravenclaw,,,True,,,blond,,,,,True,False,Nick Shirm,True
Barnabas the Barmy,[],,human,male,,,,True,,,,,,,,True,False,,False
Karkus,[],,giant,male,,,,False,,,,,,,,False,False,,False
Golgomath,[],,giant,male,,,,False,,,,,,,,False,False,,True
Fridwulfa,[],,giant,female,,,,False,,,,,,,,False,False,,False
Andrew Kirke,[],,human,male,Gryffindor,,,True,,,,,,,,True,False,,True
Jack Sloper,[],,human,male,Gryffindor,,,True,,,,,,,,True,False,,True
Everard,['Professor Everard'],Sam Beazley,human,male,,,,True,,,black,,,,,False,False,Sam Beazley,False
Dilys Derwent,['Professor Dilys Derwent'],,human,female,,,,True,,,silver,,,,,False,False,,False
Hippocrates Smethwyck,[],,human,male,,,,True,,,,,,,,False,False,,True
Augustus Pye,[],,human,male,,,,True,,,,,,,,False,False,,True
Urquhart Rackharrow,[],,human,male,,,,True,,,,,,,,False,False,,False
Willy Widdershins,[],,human,male,,,,True,,,,,,,,False,False,,True
Agnes,[],,human,female,,,,True,,,,,,,,False,False,,True
Miriam Strout,[],,human,female,,,,True,,,,,,,,False,False,,True
Madam Puddifoot,[],,human,female,,,,True,,,black,,,,,False,False,,True
Summerby,[],,human,male,Hufflepuff,,,True,,,,,,,,True,False,,True
Marietta Edgecombe,[],,human,female,Ravenclaw,,,True,,,blonde,,,,,True,False,,True
Madam Edgecombe,[],,human,female,,,,True,,,,,,,,False,False,,True
John Dawlish,[],Richard Leaf,human,male,,,,True,,,grey,,,,,False,False,Richard Leaf,True
Williamson,[],,human,male,,,,True,,,,,,,,False,False,,True
Bradley,[],,human,male,Ravenclaw,,,True,,,,,,,,True,False,,True
Roger Davies,[],Henry Lloyd-Hughes,human,male,Ravenclaw,,,True,,,,,,,,True,False,Henry Lloyd-Hughes,True
Grawp,[],Tony Maudsley,giant,male,,,,False,,green,brown,,,,,False,False,Tony Maudsley,True
Griselda Marchbanks,['Madam Professor Griselda Marchbanks'],,human,female,,,,True,,,,,,,,False,False,,True
Eddie Carmichael,[],,human,male,Ravenclaw,,,True,,,,,,,,True,False,,True
Daphne Greengrass,[],,human,female,Slytherin,,,True,pure-blood,,,,,,,True,False,,True
Tofty,['Professor Tofty'],,human,male,,,,True,,brown,grey,,,,,False,False,,True
Tiberius Ogden,[],,human,male,,,,True,,,,,,,,False,False,,True
Pierre Bonaccord,[],,human,male,,,,True,,,,,,,,False,False,,True
Stubby Boardman,['Sirius Black'],,human,male,,,,True,,,,,,,,False,False,,True
Magorian,[],Michael Wildman,centaur,male,,,,True,,,black,,,,,False,False,Michael Wildman,True
Emmeline Vance,[],Brigitte Millar,human,female,,,,True,,,,,,,,False,False,Brigitte Millar,False
Herbert Chorley,[],,human,male,,,,False,muggle,,,,,,,False,False,,True
The British Prime Minister,[],,human,male,,,,False,muggle,,,,,,,False,False,,True
Ulick Gamp,[],,human,male,,,,True,,yellow,silver,,,,,False,False,,False
Rufus Scrimgeour,[],Bill Nighy,human,male,,,,True,,yellowish,tawny,,,,,False,False,Bill Nighy,False
Corban Yaxley,[],Peter Mullan,human,male,,,,True,,blue,blond,,,,,False,False,Peter Mullan,True
Fenrir Greyback,[],Dave Legeno,werewolf,male,,,,True,,,grey,,,,,False,False,Dave Legeno,True
Dirk Cresswell,[],,human,male,,,,True,muggleborn,,,,,,,False,False,,False
Barnabas Cuffe,[],Roger C. Bailey,human,male,,,,True,,,,,,,,False,False,Roger C. Bailey,True
Ambrosius Flume,[],,human,male,,,,True,,,bald,,,,,False,False,,True
Gwenog Jones,[],,human,female,,,,True,,brown,brown,,,,,False,False,,True
Arkie Philpott,[],,human,male,,,,True,,,,,,,,False,False,,True
Verity,[],,human,female,,,,True,,,blonde,,,,,False,False,,True
Arnold,[],,pygmy puff,male,,,,False,,,purple,,,,,False,False,,True
Romilda Vane,[],Anna Shaffer,human,female,Gryffindor,,,True,,dark,black,,,,,True,False,Anna Shaffer,True
Cormac McLaggen,[],Freddie Stroma,human,male,Gryffindor,,,True,,,,,,,,True,False,Freddie Stroma,True
Marcus Belby,[],Robert Knox,human,male,Ravenclaw,,,True,,,,,,,,True,False,Robert Knox,True
Damocles Belby,[],,human,male,,,,True,,,,,,,,False,False,,False
Tiberius,[],,human,male,,,,True,,,,,,,,True,False,,False
Bertie Higgs,[],,human,male,,,,True,,,,,,,,False,False,,False
Proudfoot,[],,human,male,,,,True,,,,,,,,False,False,,True
Savage,[],,human,male,,,,True,,,,,,,,False,False,,True
Humphrey Belcher,[],,human,male,,,,True,,,,,,,,False,False,,True
Bob Ogden,[],,human,male,,,,True,,,,,,,,False,False,,False
Morfin Gaunt,[],,human,male,,,,True,pure-blood,dark,,,,,,False,False,,False
Marvolo Gaunt,[],,human,male,,,,True,pure-blood,brown,grey,,,,,False,False,,False
Merope Gaunt,['Merope Riddle'],,human,female,,,,True,pure-blood,,dull,,,,,False,False,,False
Cecilia,[],,human,female,,,,False,muggle,,,,,,,False,False,,False
Tom Riddle,['Tom Riddle Senior'],,human,male,,,,False,muggle,,dark,,,,,False,False,,False
Demelza Robins,[],Katy Huxley-Golden,human,female,Gryffindor,,,True,,,,,,,,True,False,Katy Huxley-Golden,True
Jimmy Peakes,[],,human,male,Gryffindor,,,True,,,,,,,,True,False,,True
Ritchie Coote,[],Ashley Virgil,human,male,Gryffindor,,,True,,,,,,,,True,False,Ashley Virgil,True
Melinda Bobbin,[],,human,female,,,,True,,,,,,,,True,False,,True
Leanne,[],Isabella Laughland,human,female,Hufflepuff,,,True,,,,,,,,True,False,Isabella Laughland,True
Caractacus Burke,[],,human,male,,,,True,,,,,,,,False,False,,False
Billy Stubbs,[],,human,male,,,,False,muggle,,,,,,,False,False,,True
Amy Benson,[],,human,female,,,,False,muggle,,,,,,,False,False,,True
Dennis Bishop,[],,human,male,,,,False,muggle,,,,,,,False,False,,True
Mrs Cole,[],Amelda Brown,human,female,,,,False,muggle,,,,,,,False,False,Amelda Brown,True
Eric Whalley,[],,human,male,,,,False,muggle,,,,,,,False,False,,True
Vaisey,[],,human,male,Slytherin,,,True,,,dark,,,,,True,False,,True
Harper,[],,human,male,Slytherin,,,True,,,,,,,,True,False,,True
Urquhart,[],,human,male,Slytherin,,,True,,,,,,,,True,False,,True
Eldred Worple,[],Paul Ritter,human,male,,,,True,,,,,,,,False,False,Paul Ritter,True
Sanguini,[],Charlie Bennison,vampire,male,,,,True,,,dark,,,,,False,False,Charlie Bennison,True
Gawain Robards,[],,human,male,,,,True,,,,,,,,False,False,,True
Fergus,[],,human,male,,,,True,,,,,,,,False,False,,True
Wilkie Twycross,[],,human,male,,,,True,,,,,,,,False,False,,True
Cadwallader,[],,human,male,Hufflepuff,,,True,,,,,,,,True,False,,True
Galatea Merrythought,[],,human,female,,,,True,,,,,,,,False,True,,False
Hepzibah Smith,[],,human,female,,,,True,,,,,,,,False,False,,False
Hokey,[],,house-elf,female,,,,False,,,,,,,,False,False,,False
Octavius Pepper,[],,human,male,,,,False,,,,,,,,False,False,,False
Bertram Aubrey,[],,human,male,,,,False,,,,,,,,False,False,,False
Eileen Prince,[],,human,female,,,,False,pure-blood,,,,,,,False,False,,False
Amycus Carrow,[],Ralph Ineson,human,male,Slytherin,,,True,,,,,,,,False,False,Ralph Ineson,True
Alecto Carrow,[],Suzie Toase,human,female,Slytherin,,,True,,,,,,,,False,False,Suzie Toase,True
Gibbon,[],,human,male,,,,True,,,,,,,,False,False,,False
Tobias Snape,[],,human,male,,,,False,,,,,,,,False,False,,True
Pius Thicknesse,[],Guy Henry,human,male,,,,True,,,black,,,,,False,False,Guy Henry,True
Wakanda,[],Harriet Thorpe,human,female,,,,True,,,blonde,,,,,False,False,Harriet Thorpe,True
Charity Burbage,[],Carolyn Pickles,human,female,,,,True,,,,,,,,False,True,Carolyn Pickles,False
Percival Dumbledore,[],,human,male,,,,True,,,,,,,,False,False,,False
Kendra Dumbledore,[],,human,female,,,,True,muggleborn,dark,black,,,,,False,False,,False
Ariana Dumbledore,[],Hebe Beardsall,human,female,,,,True,half-blood,,,,,,,False,False,Hebe Beardsall,False
Betty Braithwaite,[],,human,female,,,,True,,,,,,,,False,False,,True
Apolline Delacour,[],,half-human,female,,,,True,half-veela,,blonde,,,,,False,False,,True
Gabrielle Delacour,[],Angelica Mandy,human,female,,,,True,quarter-veela,,blonde,,,,,False,False,Angelica Mandy,True
Monsieur Delacour,[],,human,male,,,,True,,,black,,,,,False,False,,True
Dragomir Gorgovitch,[],,human,male,,,,True,,,,,,,,False,False,,True
Xenophilius Lovegood,[],Rhys Ifans,human,male,Ravenclaw,,,True,,,white,,,,,False,False,Rhys Ifans,True
Pandora Lovegood,[],,human,female,Ravenclaw,,,True,,,,,,,,False,False,,False
Muriel,"['Aunt Muriel', 'Auntie Muriel']",Matyelok Gibbs,human,female,,,,True,,,grey,,,,,False,False,Matyelok Gibbs,True
Bilius,['Uncle Bilius'],,human,male,,,,True,,,,,,,,False,False,,False
Thorfinn Rowle,[],Rod Hunt,human,male,,,,True,,,blond,,,,,False,False,Rod Hunt,True
Reg Cattermole,['Reginald Cattermole'],Steffan Rhodri,human,male,,,,True,,,,,,,,False,False,Steffan Rhodri,True
Albert Runcorn,[],David O'Hara,human,male,,,,True,,,black,,,,,False,False,David O'Hara,True
Arkie Alderton,[],,human,male,,,,True,,,,,,,,False,False,,True
Mary Cattermole,['Mary Elizabeth Cattermole'],Kate Fleetwood,human,female,,,,True,muggleborn,,,cherry,unicorn hair,8.75,,False,False,Kate Fleetwood,True
Maisie Cattermole,[],,human,female,,,,True,,,,,,,,False,False,,True
Ellie Cattermole,[],,human,female,,,,True,,,,,,,,False,False,,True
Alfred Cattermole,[],,human,male,,,,True,,,,,,,,False,False,,True
Gornuk,[],,goblin,male,,,,False,,,,,,,,False,False,,False
Bowman Wright,[],,human,male,,,,True,,,,,,,,False,False,,False
Ivor Dillonsby,[],,human,male,,,,True,,,,,,,,False,False,,True
Enid Smeek,[],,human,female,,,,True,,,,,,,,False,False,,True
Egbert the Egregious,[],,human,male,,,,True,,,,,,,,False,False,,False
Godelot,[],,human,male,,,,True,,,,,,,,False,False,,False
Hereward,[],,human,male,,,,True,,,,,,,,False,False,,False
Loxias,[],,human,male,,,,True,,,,,,,,False,False,,False
Barnabas Deverill,[],,human,male,,,,True,,,,,,,,False,False,,False
Arcus,[],,human,male,,,,True,,,,,,,,False,False,,False
Livius,[],,human,male,,,,True,,,,,,,,False,False,,False
Antioch Peverell,['First Brother'],,human,male,,,,True,pure-blood,,,,,,,False,False,,False
Cadmus Peverell,['Second Brother'],,human,male,,,,True,pure-blood,,,,,,,False,False,,False
Ignotus Peverell,['Third Brother'],,human,male,,,,True,pure-blood,,,,,,,False,False,,False
Selwyn,[],,human,male,,,,True,pure-blood,,,,,,,False,False,,True
